period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2005-04,MA,Massachusetts,TRA,transportation,,4.37,1.36172,31.17962,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-04,MA,Massachusetts,RES,residential,,13.03,183.29737,1406.29257,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-04,MA,Massachusetts,IND,industrial,,8.35,66.5751,797.45153,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-04,MA,Massachusetts,COM,commercial,,12.02,236.79552,1969.90789,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-03,MA,Massachusetts,ALL,all sectors,,11.59,548.81751,4735.68484,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-03,MA,Massachusetts,TRA,transportation,,4.33,1.67817,38.78816,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-03,MA,Massachusetts,RES,residential,,13.1,223.51951,1706.38473,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-03,MA,Massachusetts,IND,industrial,,8.94,73.01912,816.74261,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-03,MA,Massachusetts,COM,commercial,,11.53,250.60072,2173.76934,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-02,MA,Massachusetts,ALL,all sectors,,11.81,530.01721,4488.30167,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-02,MA,Massachusetts,TRA,transportation,,4.92,1.75872,35.71552,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-02,MA,Massachusetts,RES,residential,,13.35,217.3965,1628.24073,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-02,MA,Massachusetts,IND,industrial,,9.23,70.86949,767.47033,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-02,MA,Massachusetts,COM,commercial,,11.67,239.99249,2056.87509,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-01,MA,Massachusetts,ALL,all sectors,,11.53,557.47868,4834.28238,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-01,MA,Massachusetts,TRA,transportation,,4.67,1.90353,40.75892,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-01,MA,Massachusetts,RES,residential,,12.8,241.21357,1884.07518,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-01,MA,Massachusetts,IND,industrial,,9.38,71.67264,764.29105,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2005-01,MA,Massachusetts,COM,commercial,,11.31,242.68894,2145.15723,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-12,MA,Massachusetts,ALL,all sectors,,10.98,548.8946,5001.15886,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-12,MA,Massachusetts,TRA,transportation,,4.47,1.68944,37.82753,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-12,MA,Massachusetts,RES,residential,,12.16,232.6146,1912.78523,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-12,MA,Massachusetts,IND,industrial,,8.88,69.8067,786.05539,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-12,MA,Massachusetts,COM,commercial,,10.81,244.78387,2264.49071,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-11,MA,Massachusetts,ALL,all sectors,,10.78,457.82324,4248.17731,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-11,MA,Massachusetts,TRA,transportation,,4.36,1.39545,31.97161,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-11,MA,Massachusetts,RES,residential,,12.17,181.96358,1495.73037,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-11,MA,Massachusetts,IND,industrial,,8.27,61.95465,749.22713,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-11,MA,Massachusetts,COM,commercial,,10.78,212.50956,1971.2482,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-10,MA,Massachusetts,ALL,all sectors,,10.75,469.1583,4362.32626,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-10,MA,Massachusetts,TRA,transportation,,4.23,1.28671,30.41663,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-10,MA,Massachusetts,RES,residential,,12.05,173.46107,1438.93177,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-10,MA,Massachusetts,IND,industrial,,8.29,66.43197,801.36496,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-10,MA,Massachusetts,COM,commercial,,10.9,227.97855,2091.61291,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-09,MA,Massachusetts,ALL,all sectors,,11.74,540.78853,4605.68227,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-09,MA,Massachusetts,TRA,transportation,,4.62,1.39444,30.16163,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-09,MA,Massachusetts,RES,residential,,12.22,194.18283,1589.65698,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-09,MA,Massachusetts,IND,industrial,,8.78,72.62747,827.60151,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-09,MA,Massachusetts,COM,commercial,,12.63,272.58378,2158.26215,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-08,MA,Massachusetts,ALL,all sectors,,11.38,579.64005,5093.29258,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-08,MA,Massachusetts,TRA,transportation,,5.67,1.80724,31.86561,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-08,MA,Massachusetts,RES,residential,,11.96,219.0022,1830.88445,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-08,MA,Massachusetts,IND,industrial,,8.96,76.20246,850.81025,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-08,MA,Massachusetts,COM,commercial,,11.88,282.62814,2379.73226,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-07,MA,Massachusetts,IND,industrial,,8.7,76.66925,880.98567,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-07,MA,Massachusetts,COM,commercial,,11.94,280.96489,2352.48252,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-07,MA,Massachusetts,ALL,all sectors,,11.26,563.03648,5001.94762,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-07,MA,Massachusetts,TRA,transportation,,5.62,1.83644,32.6936,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-07,MA,Massachusetts,RES,residential,,11.73,203.5659,1735.78583,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-06,MA,Massachusetts,ALL,all sectors,,11.1,520.13141,4686.29004,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-06,MA,Massachusetts,TRA,transportation,,4.88,1.476,30.22463,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-06,MA,Massachusetts,RES,residential,,11.55,180.47607,1562.39382,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-06,MA,Massachusetts,IND,industrial,,8.55,72.07619,843.41203,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-06,MA,Massachusetts,COM,commercial,,11.83,266.10316,2250.25956,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-05,MA,Massachusetts,ALL,all sectors,,9.93,433.09567,4362.67565,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-05,MA,Massachusetts,TRA,transportation,,4.09,1.24946,30.56462,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-05,MA,Massachusetts,RES,residential,,11.43,159.20039,1392.54087,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-05,MA,Massachusetts,IND,industrial,,7.83,63.92175,816.49219,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-05,MA,Massachusetts,COM,commercial,,9.83,208.72408,2123.07796,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-04,MA,Massachusetts,ALL,all sectors,,10.38,431.83893,4160.97532,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-04,MA,Massachusetts,TRA,transportation,,4.29,1.46089,34.05458,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-04,MA,Massachusetts,RES,residential,,11.56,165.68538,1433.23372,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-04,MA,Massachusetts,IND,industrial,,8.3,62.63308,754.63291,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-04,MA,Massachusetts,COM,commercial,,10.42,202.05958,1939.0541,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-03,MA,Massachusetts,ALL,all sectors,,10.09,469.45089,4651.52455,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-03,MA,Massachusetts,TRA,transportation,,4.16,1.54446,37.09554,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-03,MA,Massachusetts,RES,residential,,11.36,181.45987,1597.66631,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-03,MA,Massachusetts,IND,industrial,,8.07,72.36369,896.60578,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-03,MA,Massachusetts,COM,commercial,,10.1,214.08287,2120.15692,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-02,MA,Massachusetts,RES,residential,,11.69,202.21764,1729.45757,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-02,MA,Massachusetts,IND,industrial,,8.79,71.99237,819.22891,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-02,MA,Massachusetts,COM,commercial,,10.56,213.62098,2023.38316,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-02,MA,Massachusetts,ALL,all sectors,,10.62,489.61507,4609.09419,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-02,MA,Massachusetts,TRA,transportation,,4.82,1.78408,37.02454,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-01,MA,Massachusetts,ALL,all sectors,,10.1,541.18782,5358.87435,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-01,MA,Massachusetts,TRA,transportation,,4.65,1.97538,42.46748,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-01,MA,Massachusetts,RES,residential,,11.2,229.60146,2049.46206,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-01,MA,Massachusetts,IND,industrial,,8.4,77.30344,920.58127,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2004-01,MA,Massachusetts,COM,commercial,,9.9,232.30754,2346.36354,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-12,MA,Massachusetts,TRA,transportation,,4.22,1.20009,28.47092,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-12,MA,Massachusetts,RES,residential,,11.98,213.61309,1783.04485,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-12,MA,Massachusetts,IND,industrial,,8.87,72.92033,821.80898,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-12,MA,Massachusetts,COM,commercial,,10.46,227.48869,2174.92657,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-12,MA,Massachusetts,ALL,all sectors,,10.72,515.2222,4808.25132,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-11,MA,Massachusetts,ALL,all sectors,,10.35,443.24821,4280.71256,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-11,MA,Massachusetts,TRA,transportation,,3.79,.99207,26.15345,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-11,MA,Massachusetts,RES,residential,,12.01,174.24804,1450.65031,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-11,MA,Massachusetts,IND,industrial,,8.44,67.43731,799.33356,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-11,MA,Massachusetts,COM,commercial,,10.01,200.57079,2004.57524,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-10,MA,Massachusetts,ALL,all sectors,,10.93,478.35644,4376.51348,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-10,MA,Massachusetts,TRA,transportation,,4.29,1.1093,25.86736,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-10,MA,Massachusetts,RES,residential,,12,169.05952,1409.29567,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-10,MA,Massachusetts,IND,industrial,,8.91,75.85648,851.38349,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-10,MA,Massachusetts,COM,commercial,,11.12,232.33114,2089.96697,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-09,MA,Massachusetts,ALL,all sectors,,11.99,528.13102,4405.37508,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-09,MA,Massachusetts,TRA,transportation,,4.9,1.10871,22.60701,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-09,MA,Massachusetts,RES,residential,,12.64,189.75211,1501.56815,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-09,MA,Massachusetts,IND,industrial,,9.49,78.73636,829.73119,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-09,MA,Massachusetts,COM,commercial,,12.6,258.53383,2051.46873,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-08,MA,Massachusetts,ALL,all sectors,,11.58,619.0886,5348.46438,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-08,MA,Massachusetts,COM,commercial,,11.8,287.01281,2431.28709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-08,MA,Massachusetts,IND,industrial,,9.95,89.536,899.76791,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-08,MA,Massachusetts,RES,residential,,12.11,241.51151,1994.52161,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-08,MA,Massachusetts,TRA,transportation,,4.49,1.02829,22.88776,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-07,MA,Massachusetts,ALL,all sectors,,11.18,589.43398,5271.21423,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-07,MA,Massachusetts,COM,commercial,,11.42,280.11773,2452.63113,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-07,MA,Massachusetts,IND,industrial,,9.23,83.46793,904.71735,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-07,MA,Massachusetts,RES,residential,,11.89,225.00489,1892.52077,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-07,MA,Massachusetts,TRA,transportation,,3.95,.84343,21.34498,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-06,MA,Massachusetts,ALL,all sectors,,11.15,483.72535,4338.19497,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-06,MA,Massachusetts,TRA,transportation,,4.43,.947,21.36457,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-06,MA,Massachusetts,RES,residential,,12.05,167.71602,1391.50754,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-06,MA,Massachusetts,IND,industrial,,9.15,78.56691,858.37983,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-06,MA,Massachusetts,COM,commercial,,11.44,236.49542,2066.94303,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-05,MA,Massachusetts,ALL,all sectors,,10.17,435.63817,4282.34313,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-05,MA,Massachusetts,TRA,transportation,,4.05,.90223,22.27442,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-05,MA,Massachusetts,RES,residential,,11.56,158.24128,1368.475,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-05,MA,Massachusetts,IND,industrial,,8.72,75.37598,864.49776,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-05,MA,Massachusetts,COM,commercial,,9.92,201.11868,2027.09596,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-04,MA,Massachusetts,ALL,all sectors,,9.65,404.38059,4188.64341,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-04,MA,Massachusetts,TRA,transportation,,4.08,.9081,22.24584,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-04,MA,Massachusetts,RES,residential,,10.75,156.07913,1452.07174,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-04,MA,Massachusetts,IND,industrial,,8.73,66.35595,760.01783,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-04,MA,Massachusetts,COM,commercial,,9.26,181.03741,1954.30801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-03,MA,Massachusetts,ALL,all sectors,,9.95,463.39743,4657.8549,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-03,MA,Massachusetts,TRA,transportation,,4.24,1.05357,24.82692,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-03,MA,Massachusetts,RES,residential,,11.05,189.34533,1712.89099,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-03,MA,Massachusetts,IND,industrial,,8.86,71.17711,803.10792,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-03,MA,Massachusetts,COM,commercial,,9.53,201.82142,2117.02906,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-02,MA,Massachusetts,ALL,all sectors,,9.68,434.84392,4489.96164,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-02,MA,Massachusetts,TRA,transportation,,3.63,.90135,24.84137,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-02,MA,Massachusetts,RES,residential,,10.83,184.84365,1706.85226,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-02,MA,Massachusetts,IND,industrial,,8.48,64.36751,759.04941,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-02,MA,Massachusetts,COM,commercial,,9.24,184.73142,1999.2186,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-01,MA,Massachusetts,IND,industrial,,8.12,67.55715,832.36577,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-01,MA,Massachusetts,COM,commercial,,8.58,195.49264,2278.38863,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-01,MA,Massachusetts,ALL,all sectors,,9.21,466.45609,5066.8279,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-01,MA,Massachusetts,TRA,transportation,,3.26,.93586,28.6814,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2003-01,MA,Massachusetts,RES,residential,,10.5,202.47044,1927.3921,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-12,MA,Massachusetts,ALL,all sectors,,9.94,474.2815,4769.26055,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-12,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-12,MA,Massachusetts,RES,residential,,10.78,195.39111,1812.47145,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-12,MA,Massachusetts,OTH,other,,14.54,8.39788,57.77222,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-12,MA,Massachusetts,IND,industrial,,8.73,69.99557,802.23643,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-12,MA,Massachusetts,COM,commercial,,9.56,200.49694,2096.78045,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-11,MA,Massachusetts,ALL,all sectors,,9.69,415.3945,4286.56173,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-11,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-11,MA,Massachusetts,RES,residential,,11.04,157.32963,1425.2297,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-11,MA,Massachusetts,OTH,other,,11.67,6.39406,54.79938,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-11,MA,Massachusetts,IND,industrial,,9.15,75.32289,823.33648,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-11,MA,Massachusetts,COM,commercial,,8.89,176.34791,1983.19617,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-10,MA,Massachusetts,ALL,all sectors,,10.04,431.86113,4300.41331,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-10,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-10,MA,Massachusetts,RES,residential,,10.87,148.56086,1366.24132,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-10,MA,Massachusetts,OTH,other,,11.64,7.10396,61.0059,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-10,MA,Massachusetts,IND,industrial,,8.25,70.45102,853.70606,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-10,MA,Massachusetts,COM,commercial,,10.19,205.74529,2019.46003,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-09,MA,Massachusetts,ALL,all sectors,,10.43,476.35079,4567.50442,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-09,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-09,MA,Massachusetts,RES,residential,,10.68,171.64997,1607.84327,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-09,MA,Massachusetts,OTH,other,,12.43,7.07557,56.92213,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-09,MA,Massachusetts,IND,industrial,,8.6,73.63368,856.3672,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-09,MA,Massachusetts,COM,commercial,,10.95,223.99157,2046.37183,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-08,MA,Massachusetts,ALL,all sectors,,10.18,546.15881,5363.66241,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-08,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-08,MA,Massachusetts,RES,residential,,10.56,210.40829,1993.2549,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-08,MA,Massachusetts,OTH,other,,12.87,7.24207,56.25712,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-08,MA,Massachusetts,IND,industrial,,8.62,80.1923,930.17532,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-08,MA,Massachusetts,COM,commercial,,10.42,248.31616,2383.97507,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-07,MA,Massachusetts,ALL,all sectors,,10.59,534.87673,5051.03986,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-07,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-07,MA,Massachusetts,RES,residential,,10.75,195.18214,1815.38006,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-07,MA,Massachusetts,OTH,other,,15.55,8.46257,54.41674,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-07,MA,Massachusetts,IND,industrial,,8.62,78.32812,908.23987,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-07,MA,Massachusetts,COM,commercial,,11.13,252.9039,2273.00319,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-06,MA,Massachusetts,ALL,all sectors,,10.07,431.52433,4284.99311,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-06,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-06,MA,Massachusetts,RES,residential,,10.92,149.07657,1364.73476,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-06,MA,Massachusetts,OTH,other,,13.28,6.62398,49.86532,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-06,MA,Massachusetts,IND,industrial,,8.24,71.96322,873.62662,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
